    "Content-UUID","URL","Term","Definition","Data-Type","Unit-of-Measure","Category","Sector","Updated-Date"
"f19bd5a6-a1c1-457a-a9b3-f1628e2d5b77","https://bedes.lbl.gov/node/f19bd5a6-a1c1-457a-a9b3-f1628e2d5b77","Normalization","Normalization criteria to shift or scaled the measurement, where the intention is that these normalized values allow the comparison of corresponding normalized values for different datasets.
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"6845414f-6111-4f4b-8d37-16c08eaed2fb","https://bedes.lbl.gov/node/6845414f-6111-4f4b-8d37-16c08eaed2fb","Percent Improvement","Percent improvement over a baseline. This will enable comparison of actual energy use against target and progress tracking.
","Decimal","percent","Resources","Commercial, Residential, Multifamily","2019-12-10 10:35:37"
"095ede2b-6a8c-45d1-864f-220b73c05261","https://bedes.lbl.gov/node/095ede2b-6a8c-45d1-864f-220b73c05261","Percent of Total","The percentage this value makes up of the total.
","Decimal","percent","Resources","Commercial, Residential, Multifamily","2019-12-10 10:36:16"
"ec6428ae-31d2-4886-9571-00a2713cb0e3","https://bedes.lbl.gov/node/ec6428ae-31d2-4886-9571-00a2713cb0e3","Phase","Phase information associated with Readings
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"a822fb91-96bd-42b5-bc5d-e8f1548dab22","https://bedes.lbl.gov/node/a822fb91-96bd-42b5-bc5d-e8f1548dab22","Power Metric","Measurement of power.
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"5d82db1b-f138-4a97-9387-e507a1d5f557","https://bedes.lbl.gov/node/5d82db1b-f138-4a97-9387-e507a1d5f557","Power Metric Value","Value of the measurement of associated power metric
","Decimal","","Resources","Commercial, Residential, Multifamily","2019-12-12 10:51:30"
"356cbe7e-c3ca-4a07-8d88-2e6cacdad81e","https://bedes.lbl.gov/node/356cbe7e-c3ca-4a07-8d88-2e6cacdad81e","Rate Charge Value","Charge rate value, in $ per unit.
","Decimal","$","Resources","Commercial, Residential, Multifamily","2020-03-17 18:05:58"
"ae9f8a05-1fb5-4baf-9e56-c7c217afea82","https://bedes.lbl.gov/node/ae9f8a05-1fb5-4baf-9e56-c7c217afea82","Rate Designation","Energy or demand designation to determine the rate.
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"333ca515-5dda-4641-a12d-13380109b0f0","https://bedes.lbl.gov/node/333ca515-5dda-4641-a12d-13380109b0f0","Rate Structure","Rates that determine how charges are levied by the utility 
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"293d4476-ea78-4a80-9a1a-6346b18540de","https://bedes.lbl.gov/node/293d4476-ea78-4a80-9a1a-6346b18540de","Rate Structure ID","The name or title of the rate structure
","String","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"fdd92db8-804f-47cc-9acb-53bbc221f5ac","https://bedes.lbl.gov/node/fdd92db8-804f-47cc-9acb-53bbc221f5ac","Rate Structure Name","The name or title of TOU period
","String","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"89662309-ddc3-4b56-9653-d9c684178a15","https://bedes.lbl.gov/node/89662309-ddc3-4b56-9653-d9c684178a15","Rate Structure Reference","Reference or hyperlink for the rate schedule, tariff book
","String","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"85588840-b618-4ff7-ad09-cdc129905898","https://bedes.lbl.gov/node/85588840-b618-4ff7-ad09-cdc129905898","Renewable Energy Credits (RECs) Retained","Percentage of Renewable Energy Credits (RECs) that were kept compared to the total quantity of RECs that is associated with the total amount of renewable energy that was generated.
","Decimal","percent","Resources","Commercial","2019-12-10 10:39:07"
"ecaea4e4-495f-40c0-985a-de04a668c3bd","https://bedes.lbl.gov/node/ecaea4e4-495f-40c0-985a-de04a668c3bd","Resource","Type of energy resource fuel. This can be applied at the premises or individual system or equipment level.
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"31bb6d91-ab32-45d5-9e66-d71281f0d168","https://bedes.lbl.gov/node/31bb6d91-ab32-45d5-9e66-d71281f0d168","Resource Boundary","The boundary that encompases the measured resource.
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"a2c6cbb2-35a8-4f6c-82d1-dea4ab7fc346","https://bedes.lbl.gov/node/a2c6cbb2-35a8-4f6c-82d1-dea4ab7fc346","Resource Cost","The cost of a resource over a selected time period.
","Decimal","$","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"50bc8343-8b7f-422d-be06-0c310a2ab429","https://bedes.lbl.gov/node/50bc8343-8b7f-422d-be06-0c310a2ab429","Resource Cost Intensity","The cost per square foot associated with a selected time period for a premises. It can be an individual value for different energy types, and can also be an aggregated value across all energy types. This term can be associated with one or more Resource Qualifiers in the constrained list.
","Decimal","$/ft2","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"6f698919-81ff-4298-9844-9efc5e555f30","https://bedes.lbl.gov/node/6f698919-81ff-4298-9844-9efc5e555f30","Resource Flow Intensity","For Water and Waste-water treatment facilities, the Energy Use, divided by the total average flow through the plant.
","Decimal","kBtu/(gal/day)","Resources","Commercial","2019-12-17 12:42:55"
"55c5a982-dc81-4bc7-9e34-b594b8b83e32","https://bedes.lbl.gov/node/55c5a982-dc81-4bc7-9e34-b594b8b83e32","Resource Generation","Type of resource generation
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"7fc2aee5-94f2-4d9a-80d5-7deb90b878e5","https://bedes.lbl.gov/node/7fc2aee5-94f2-4d9a-80d5-7deb90b878e5","Resource Intensity","The resource value divided by the premises gross floor area. Refer to Resource Units and divide by area in square feet
","Decimal","","Resources","Commercial, Residential, Multifamily","2019-12-12 10:51:56"
"8abec35e-27f4-4141-9106-90c31f9b661e","https://bedes.lbl.gov/node/8abec35e-27f4-4141-9106-90c31f9b661e","Resource Value","The amount of resource consumed, generated, or exported from the premises.
","Decimal","","Resources","Commercial, Residential, Multifamily","2019-12-12 10:52:13"
"8a2b551d-a746-4055-b3bc-1f2d7a19c583","https://bedes.lbl.gov/node/8a2b551d-a746-4055-b3bc-1f2d7a19c583","Shared Resource Configuration","Situation that applies if a resource is shared with multiple premises, such as shared chilled water among buildings.
","Constrained List","N/A","Resources","Commercial, Multifamily","2019-11-26 17:24:58"
"bffa3a7f-fda7-480c-8d57-86590d5c3476","https://bedes.lbl.gov/node/bffa3a7f-fda7-480c-8d57-86590d5c3476","Source Site Ratio","Ratio of energy consumed at a central power plant to that delivered to a customer.
","Decimal","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"088f739c-434d-4c8f-a6c6-ee47b237dd01","https://bedes.lbl.gov/node/088f739c-434d-4c8f-a6c6-ee47b237dd01","Temporal Status","Temporal charcateristic of this measurement.
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"c0bcd630-6dc9-42f6-b38d-b96d11c65dc4","https://bedes.lbl.gov/node/c0bcd630-6dc9-42f6-b38d-b96d11c65dc4","Tier ID","This term is intended to capture the tier designation for a particular rate structure. For electricity pricing that is based on tiered pricing, each tier is allotted a certain maximum (kWh), above which the user is moved to the next tier that has a different unit pricing. For example - Tier 1 for rate schedule EV9
","Integer","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"eaf9f1a7-6d7c-4729-b8b8-e28ef5e7a6bf","https://bedes.lbl.gov/node/eaf9f1a7-6d7c-4729-b8b8-e28ef5e7a6bf","Tier Maximum","The maximum amount of resource used at which a tier rate is applied for a given rate schedule and a tier. For example - Tier 1 for rate schedule EV9 is applicable till a maximum kWh of 1000.
","Decimal","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"0336b126-870f-4afa-930c-092363e07503","https://bedes.lbl.gov/node/0336b126-870f-4afa-930c-092363e07503","Tier Minimum","Minimum energy for this rate structure range.
","Decimal","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"33ac969f-01e5-42c1-bc4a-1ac28d8b20b7","https://bedes.lbl.gov/node/33ac969f-01e5-42c1-bc4a-1ac28d8b20b7","Time Zone Code","The 3 letter code for the time zone
","Constrained List","N/A","Resources","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"3cc28d9d-4ad4-4934-b958-1ea962fbb044","https://bedes.lbl.gov/node/3cc28d9d-4ad4-4934-b958-1ea962fbb044","Emission Boundary","The boundary that encompases the measured emissions.
","Constrained List","N/A","Emissions","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"bc5f9900-f196-4abe-bed5-4f9da54fd7f5","https://bedes.lbl.gov/node/bc5f9900-f196-4abe-bed5-4f9da54fd7f5","Emission Gas Type","Emissions gas type
","Constrained List","N/A","Emissions","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"df3a0f89-4428-4b17-aa57-c44a6b3bdddc","https://bedes.lbl.gov/node/df3a0f89-4428-4b17-aa57-c44a6b3bdddc","Emission Source","Source of emissions.
","Constrained List","N/A","Emissions","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"23408f8b-3d5c-45f6-9cbd-e58a12fc05a5","https://bedes.lbl.gov/node/23408f8b-3d5c-45f6-9cbd-e58a12fc05a5","Emissions Factor","Emissions factor associated with a Resource
","Decimal","kg/unit","Emissions","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"f55bf3c5-0697-4af9-ad9e-7ffa5a407bd4","https://bedes.lbl.gov/node/f55bf3c5-0697-4af9-ad9e-7ffa5a407bd4","Emissions Flow Intensity","The resulting GHG Emissions for Water and Wastewater treatment facilities divided by the total average flow through the plant.This term can be associated with one or more Qualifiers in the constrained list.
","Decimal","","Emissions","Commercial","2019-12-12 10:52:42"
"35432e57-43f8-42a1-af57-f677c25e30d6","https://bedes.lbl.gov/node/35432e57-43f8-42a1-af57-f677c25e30d6","Emissions Intensity","The Greenhouse Gas (GHG) emissions for the premises, divided by the gross floor area of the premises.
","Decimal","","Emissions","Commercial, Residential, Multifamily","2019-12-12 10:53:01"
"77166edc-872f-4bb9-be92-3f7e6abe9952","https://bedes.lbl.gov/node/77166edc-872f-4bb9-be92-3f7e6abe9952","Emissions Savings","Emissions savings that result from a given action
","Decimal","","Emissions","Commercial, Residential, Multifamily","2019-12-12 10:53:20"
"16b741cc-67eb-4be0-b417-2765890bb73a","https://bedes.lbl.gov/node/16b741cc-67eb-4be0-b417-2765890bb73a","Emissions Value","Emissions that result in gases that trap heat in the atmosphere.
","Decimal","","Emissions","Commercial, Residential, Multifamily","2019-12-12 10:53:39"
"10645e3b-270a-4251-8153-36017540d539","https://bedes.lbl.gov/node/10645e3b-270a-4251-8153-36017540d539","Unit Of Measure","Unit of measurement for the data value.
","Constrained List","N/A","Units","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"2dc948ff-e1c8-4ccb-904a-3fde9b1d31d0","https://bedes.lbl.gov/node/2dc948ff-e1c8-4ccb-904a-3fde9b1d31d0","Confirmed By","Entity that confirmed the accuracy of the data.
","String","N/A","Metadata","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"bf19d06e-7803-41c6-927f-87872c0beaf4","https://bedes.lbl.gov/node/bf19d06e-7803-41c6-927f-87872c0beaf4","Derivation Method","The method by which the data was learned.
","Constrained List","N/A","Metadata","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"ded8f03e-f05b-4f34-b44a-d54fbfe049d4","https://bedes.lbl.gov/node/ded8f03e-f05b-4f34-b44a-d54fbfe049d4","High Range Value","Maximum value in a range.
","Decimal","N/A","Metadata","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"466299b0-82e2-40cd-a3d1-c9cefb5b6eac","https://bedes.lbl.gov/node/466299b0-82e2-40cd-a3d1-c9cefb5b6eac","Low Range Value","Minimum value in a range.
","Decimal","N/A","Metadata","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"fb41bcdf-afe9-492f-ba95-70729d986c00","https://bedes.lbl.gov/node/fb41bcdf-afe9-492f-ba95-70729d986c00","Measurement Protocol","A reference to the source standard used as the measurement protocol definition. Examples are: 0 = ""IEEE1519-2009"" 1 = ""EN50160""
","String","N/A","Metadata","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"cda2228c-421a-4d99-86c5-d3b6ef1ba851","https://bedes.lbl.gov/node/cda2228c-421a-4d99-86c5-d3b6ef1ba851","Origin","What is the origin of the data value?
","Constrained List","N/A","Metadata","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"2714c60b-c5b1-4bbe-8047-1280aa5df1df","https://bedes.lbl.gov/node/2714c60b-c5b1-4bbe-8047-1280aa5df1df","Quality","Indication of the quality of the data
","Constrained List","N/A","Metadata","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"22f06f71-78b3-41a2-96c9-3c99283cc2ee","https://bedes.lbl.gov/node/22f06f71-78b3-41a2-96c9-3c99283cc2ee","Quality Alert","Alert related to the quality of the data
","String","N/A","Metadata","","2019-11-26 17:28:02"
"9e0e0de6-3109-4b73-afdd-c58814cae302","https://bedes.lbl.gov/node/9e0e0de6-3109-4b73-afdd-c58814cae302","Range Value Inclusivity","Determines if the lower and higher values in a range are inclusive or exclusive of the range.
","Constrained List","N/A","Metadata","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"9d446cdd-0526-4477-a523-3cae416010f9","https://bedes.lbl.gov/node/9d446cdd-0526-4477-a523-3cae416010f9","Record Scope","The extent to which the record fulfills the intended scope. For example, the extent to which the record accounts for all energy consumption of the premises.
","Constrained List","N/A","Metadata","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"d64756e6-bcdc-418c-b2fe-d34b2c12881b","https://bedes.lbl.gov/node/d64756e6-bcdc-418c-b2fe-d34b2c12881b","Solicitation","Specify if the data field is required or optional.
","Constrained List","N/A","Metadata","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"02b53735-49ed-456d-8872-f72300044988","https://bedes.lbl.gov/node/02b53735-49ed-456d-8872-f72300044988","Diversion Rate","Waste Diversion Rate is the percentage of total Waste Materials that get Recycled, Composted, or Reused.
","Decimal","percent","Waste","","2019-12-10 10:43:44"
"678cf895-2346-439f-9141-f62d0cd13252","https://bedes.lbl.gov/node/678cf895-2346-439f-9141-f62d0cd13252","Hazardous Waste Weight","Total weight of hazardous waste
","Decimal","lbs","Waste","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"c45deb3c-2cc6-4592-9e82-166d72f1ccec","https://bedes.lbl.gov/node/c45deb3c-2cc6-4592-9e82-166d72f1ccec","Non Hazardous Waste Weight","Total weight of non-hazardous waste
","Decimal","lbs","Waste","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"451b7940-6550-4a91-902d-159c31075914","https://bedes.lbl.gov/node/451b7940-6550-4a91-902d-159c31075914","Waste Destination","Destination of managed waste materials
","Constrained List","N/A","Waste","","2019-11-26 17:28:02"
"6fb3da93-68a7-46ad-b779-95485d26691f","https://bedes.lbl.gov/node/6fb3da93-68a7-46ad-b779-95485d26691f","Waste Incineration Percentage","Incineration percentage of waste by disposal route (% of total waste)
","Decimal","percent","Waste","Commercial, Residential, Multifamily","2019-12-10 10:38:52"
